period,product_sku,company_variation_factor,product_seasonal_factor,product_variation_factor,unusual_event_factor,realization_factor,variation_type
2009-10,DOOR-3680,0.9309,1.0500,1.0053,1.0000,0.9827,typical
2009-11,WIN-2436,1.0197,0.9700,1.0041,1.0000,0.9932,typical
2009-11,WIN-3648,1.0197,0.9600,1.0130,1.0000,0.9916,typical
2009-11,DOOR-3680,1.0197,1.0200,0.9833,1.0000,1.0228,typical
2009-12,WIN-2436,1.0558,0.9500,0.9856,1.0000,0.9886,typical
2009-12,WIN-3648,1.0558,0.9400,0.9911,1.0000,0.9837,typical
2009-12,DOOR-3680,1.0558,0.9900,0.9889,1.0000,1.0336,typical
2010-01,WIN-2436,0.9842,0.9600,1.0080,1.0000,0.9524,typical
2010-01,WIN-3648,0.9842,0.9500,0.9839,1.0000,0.9200,typical
2010-01,DOOR-3680,0.9842,0.9800,0.9927,1.0000,0.9575,typical
2010-02,WIN-2436,0.9479,0.9700,0.9973,1.0000,0.9170,typical
2010-02,WIN-3648,0.9479,0.9600,0.9908,1.0000,0.9015,typical
2010-02,DOOR-3680,0.9479,0.9800,0.9973,1.0000,0.9264,typical
2010-03,WIN-2436,1.0328,0.9900,1.0184,1.0000,1.0413,typical
2010-03,WIN-3648,1.0328,0.9800,1.0054,1.0000,1.0175,typical
2010-03,DOOR-3680,1.0328,0.9900,0.9954,1.0000,1.0177,typical
2010-04,WIN-2436,1.0154,1.0200,1.0057,1.0000,1.0417,typical
2010-04,WIN-3648,1.0154,1.0100,1.0158,1.0000,1.0418,typical
2010-04,DOOR-3680,1.0154,1.0000,1.0174,1.0000,1.0331,typical
2010-05,WIN-2436,1.0212,1.0400,1.0143,1.0000,1.0772,typical
2010-05,WIN-3648,1.0212,1.0400,1.0178,1.0000,1.0809,typical
2010-05,DOOR-3680,1.0212,1.0100,1.0103,1.0000,1.0420,typical
2010-06,WIN-2436,1.0240,1.0500,0.9997,1.0000,1.0749,typical
2010-06,WIN-3648,1.0240,1.0600,1.0107,1.0000,1.0970,typical
2010-06,DOOR-3680,1.0240,1.0100,0.9883,1.0000,1.0221,typical
2010-07,WIN-2436,1.0007,1.0400,0.9935,1.1500,1.1891,unusual
2010-07,WIN-3648,1.0007,1.0500,0.9838,1.1500,1.1888,unusual
2010-07,DOOR-3680,1.0007,1.0000,1.0135,1.1500,1.1664,unusual
2010-08,WIN-2436,0.9339,1.0200,0.9866,1.0000,0.9398,typical
2010-08,WIN-3648,0.9339,1.0300,0.9821,1.0000,0.9447,typical
2010-08,DOOR-3680,0.9339,1.0200,0.9904,1.0000,0.9434,typical
2010-09,WIN-2436,1.0191,1.0000,1.0197,1.0000,1.0392,typical
2010-09,WIN-3648,1.0191,1.0100,1.0168,1.0000,1.0465,typical
2010-09,DOOR-3680,1.0191,1.0400,1.0010,1.0000,1.0610,typical
2010-10,WIN-2436,1.0153,0.9900,0.9831,1.0000,0.9882,typical
2010-10,WIN-3648,1.0153,0.9900,1.0000,1.0000,1.0051,typical
2010-10,DOOR-3680,1.0153,1.0500,1.0177,1.0000,1.0850,typical
2010-11,WIN-2436,1.0311,0.9700,1.0111,0.8500,0.8596,unusual
2010-11,WIN-3648,1.0311,0.9600,0.9975,0.8500,0.8393,unusual
2010-11,DOOR-3680,1.0311,1.0200,1.0041,0.8500,0.8976,unusual
2010-12,WIN-2436,1.0653,0.9500,0.9852,1.0000,0.9971,typical
2010-12,WIN-3648,1.0653,0.9400,0.9841,1.0000,0.9854,typical
2010-12,DOOR-3680,1.0653,0.9900,0.9833,1.0000,1.0371,typical
2011-01,WIN-2436,1.0424,0.9600,0.9805,1.0000,0.9812,typical
2011-01,WIN-3648,1.0424,0.9500,0.9841,1.0000,0.9745,typical
2011-01,DOOR-3680,1.0424,0.9800,0.9821,1.0000,1.0032,typical
2011-02,WIN-2436,1.0521,0.9700,0.9906,1.0000,1.0109,typical
2011-02,WIN-3648,1.0521,0.9600,1.0099,1.0000,1.0199,typical
2011-02,DOOR-3680,1.0521,0.9800,0.9807,1.0000,1.0112,typical
2011-03,WIN-2436,1.0861,0.9900,1.0039,1.0000,1.0795,typical
2011-03,WIN-3648,1.0861,0.9800,1.0169,1.0000,1.0824,typical
2011-03,DOOR-3680,1.0861,0.9900,1.0098,1.0000,1.0858,typical
2011-04,WIN-2436,0.9179,1.0200,1.0122,1.0000,0.9477,typical
2011-04,WIN-3648,0.9179,1.0100,1.0155,1.0000,0.9414,typical
2011-04,DOOR-3680,0.9179,1.0000,1.0081,1.0000,0.9253,typical
2011-05,WIN-2436,1.0205,1.0400,0.9973,1.0000,1.0585,typical
2011-05,WIN-3648,1.0205,1.0400,0.9830,1.0000,1.0433,typical
2011-05,DOOR-3680,1.0205,1.0100,1.0044,1.0000,1.0352,typical
2011-06,WIN-2436,1.0117,1.0500,0.9813,1.0000,1.0424,typical
2011-06,WIN-3648,1.0117,1.0600,1.0052,1.0000,1.0779,typical
2011-06,DOOR-3680,1.0117,1.0100,1.0102,1.0000,1.0322,typical
2011-07,WIN-2436,1.0212,1.0400,1.0114,1.0000,1.0742,typical
2011-07,WIN-3648,1.0212,1.0500,0.9867,1.0000,1.0580,typical
2011-07,DOOR-3680,1.0212,1.0000,0.9855,1.0000,1.0064,typical
2011-08,WIN-2436,0.9319,1.0200,1.0183,1.0000,0.9680,typical
2011-08,WIN-3648,0.9319,1.0300,1.0026,1.0000,0.9624,typical
2011-08,DOOR-3680,0.9319,1.0200,1.0024,1.0000,0.9529,typical
2011-09,WIN-2436,0.9834,1.0000,0.9932,1.0000,0.9767,typical
2011-09,WIN-3648,0.9834,1.0100,1.0111,1.0000,1.0043,typical
2011-09,DOOR-3680,0.9834,1.0400,1.0084,1.0000,1.0313,typical
2011-10,WIN-2436,0.9780,0.9900,1.0015,1.0000,0.9697,typical
2011-10,WIN-3648,0.9780,0.9900,0.9915,1.0000,0.9600,typical
2011-10,DOOR-3680,0.9780,1.0500,1.0154,1.0000,1.0427,typical
2011-11,WIN-2436,1.0655,0.9700,1.0173,1.0000,1.0514,typical
2011-11,WIN-3648,1.0655,0.9600,1.0101,1.0000,1.0333,typical
2011-11,DOOR-3680,1.0655,1.0200,1.0016,1.0000,1.0886,typical
2011-12,WIN-2436,1.0570,0.9500,0.9953,1.0000,0.9994,typical
2011-12,WIN-3648,1.0570,0.9400,0.9921,1.0000,0.9857,typical
2011-12,DOOR-3680,1.0570,0.9900,0.9960,1.0000,1.0422,typical
2012-01,WIN-2436,1.0605,0.9600,1.0053,1.0000,1.0235,typical
2012-01,WIN-3648,1.0605,0.9500,0.9961,1.0000,1.0036,typical
2012-01,DOOR-3680,1.0605,0.9800,1.0053,1.0000,1.0449,typical
2012-02,WIN-2436,1.0077,0.9700,0.9946,1.0000,0.9722,typical
2012-02,WIN-3648,1.0077,0.9600,0.9882,1.0000,0.9560,typical
2012-02,DOOR-3680,1.0077,0.9800,1.0076,1.0000,0.9951,typical
2012-03,WIN-2436,1.0317,0.9900,1.0124,1.0000,1.0340,typical
2012-03,WIN-3648,1.0317,0.9800,1.0043,1.0000,1.0155,typical
2012-03,DOOR-3680,1.0317,0.9900,0.9801,1.0000,1.0011,typical
2012-04,WIN-2436,1.0336,1.0200,1.0068,1.0000,1.0615,typical
2012-04,WIN-3648,1.0336,1.0100,0.9951,1.0000,1.0389,typical
2012-04,DOOR-3680,1.0336,1.0000,0.9914,1.0000,1.0247,typical
2012-05,WIN-2436,1.0624,1.0400,1.0128,1.0000,1.1191,typical
2012-05,WIN-3648,1.0624,1.0400,0.9805,1.0000,1.0833,typical
2012-05,DOOR-3680,1.0624,1.0100,1.0072,1.0000,1.0808,typical
2012-06,WIN-2436,1.0677,1.0500,0.9923,1.0000,1.1125,typical
2012-06,WIN-3648,1.0677,1.0600,1.0116,1.0000,1.1449,typical
2012-06,DOOR-3680,1.0677,1.0100,0.9807,1.0000,1.0576,typical
2012-07,WIN-2436,0.9366,1.0400,0.9929,0.8500,0.8221,unusual
2012-07,WIN-3648,0.9366,1.0500,1.0096,0.8500,0.8439,unusual
2012-07,DOOR-3680,0.9366,1.0000,1.0127,0.8500,0.8062,unusual
2012-08,WIN-2436,1.0602,1.0200,0.9907,1.0000,1.0714,typical
2012-08,WIN-3648,1.0602,1.0300,1.0198,1.0000,1.1136,typical
2012-08,DOOR-3680,1.0602,1.0200,1.0177,1.0000,1.1006,typical
2012-09,WIN-2436,0.9609,1.0000,1.0009,1.0000,0.9617,typical
2012-09,WIN-3648,0.9609,1.0100,1.0198,1.0000,0.9897,typical
2012-09,DOOR-3680,0.9609,1.0400,0.9812,1.0000,0.9805,typical
2012-10,WIN-2436,0.9940,0.9900,1.0039,1.0000,0.9879,typical
2012-10,WIN-3648,0.9940,0.9900,1.0013,1.0000,0.9853,typical
2012-10,DOOR-3680,0.9940,1.0500,1.0198,1.0000,1.0643,typical
2012-11,WIN-2436,0.9691,0.9700,1.0162,1.0000,0.9552,typical
2012-11,WIN-3648,0.9691,0.9600,1.0077,1.0000,0.9375,typical
2012-11,DOOR-3680,0.9691,1.0200,1.0130,1.0000,1.0013,typical
2012-12,WIN-2436,0.9727,0.9500,1.0032,1.0000,0.9271,typical
2012-12,WIN-3648,0.9727,0.9400,1.0053,1.0000,0.9192,typical
2012-12,DOOR-3680,0.9727,0.9900,0.9915,1.0000,0.9548,typical
2013-01,WIN-2436,0.9180,0.9600,1.0019,1.0000,0.8829,typical
2013-01,WIN-3648,0.9180,0.9500,1.0127,1.0000,0.8832,typical
2013-01,DOOR-3680,0.9180,0.9800,0.9999,1.0000,0.8995,typical
2013-02,WIN-2436,1.0326,0.9700,0.9905,1.0000,0.9921,typical
2013-02,WIN-3648,1.0326,0.9600,0.9811,1.0000,0.9725,typical
2013-02,DOOR-3680,1.0326,0.9800,0.9978,1.0000,1.0097,typical
2013-03,WIN-2436,1.0891,0.9900,0.9875,1.0000,1.0647,typical
2013-03,WIN-3648,1.0891,0.9800,1.0116,1.0000,1.0797,typical
2013-03,DOOR-3680,1.0891,0.9900,1.0075,1.0000,1.0863,typical
2013-04,WIN-2436,1.0768,1.0200,1.0057,1.0000,1.1045,typical
2013-04,WIN-3648,1.0768,1.0100,1.0104,1.0000,1.0988,typical
2013-04,DOOR-3680,1.0768,1.0000,1.0095,1.0000,1.0870,typical
2013-05,WIN-2436,0.9664,1.0400,0.9968,1.0000,1.0019,typical
2013-05,WIN-3648,0.9664,1.0400,0.9853,1.0000,0.9903,typical
2013-05,DOOR-3680,0.9664,1.0100,1.0004,1.0000,0.9764,typical
2013-06,WIN-2436,1.0375,1.0500,0.9905,1.0000,1.0790,typical
2013-06,WIN-3648,1.0375,1.0600,1.0194,1.0000,1.1211,typical
2013-06,DOOR-3680,1.0375,1.0100,0.9862,1.0000,1.0333,typical
2013-07,WIN-2436,0.9622,1.0400,1.0106,1.0000,1.0113,typical
2013-07,WIN-3648,0.9622,1.0500,0.9895,1.0000,0.9997,typical
2013-07,DOOR-3680,0.9622,1.0000,0.9996,1.0000,0.9618,typical
2013-08,WIN-2436,1.0512,1.0200,1.0034,1.0000,1.0759,typical
2013-08,WIN-3648,1.0512,1.0300,0.9816,1.0000,1.0628,typical
2013-08,DOOR-3680,1.0512,1.0200,0.9815,1.0000,1.0524,typical
2013-09,WIN-2436,0.9857,1.0000,0.9938,1.0000,0.9796,typical
2013-09,WIN-3648,0.9857,1.0100,1.0060,1.0000,1.0015,typical
2013-09,DOOR-3680,0.9857,1.0400,1.0101,1.0000,1.0354,typical
2013-10,WIN-2436,0.9037,0.9900,0.9864,1.0000,0.8825,typical
2013-10,WIN-3648,0.9037,0.9900,0.9977,1.0000,0.8926,typical
2013-10,DOOR-3680,0.9037,1.0500,0.9953,1.0000,0.9444,typical
2013-11,WIN-2436,0.9539,0.9700,0.9972,1.0000,0.9227,typical
2013-11,WIN-3648,0.9539,0.9600,0.9904,1.0000,0.9070,typical
2013-11,DOOR-3680,0.9539,1.0200,1.0107,1.0000,0.9834,typical
2013-12,WIN-2436,0.9381,0.9500,1.0171,1.0000,0.9064,typical
2013-12,WIN-3648,0.9381,0.9400,0.9839,1.0000,0.8675,typical
2013-12,DOOR-3680,0.9381,0.9900,0.9838,1.0000,0.9137,typical
2014-01,WIN-2436,0.9835,0.9600,1.0021,1.0000,0.9462,typical
2014-01,WIN-3648,0.9835,0.9500,1.0029,1.0000,0.9371,typical
2014-01,DOOR-3680,0.9835,0.9800,0.9959,1.0000,0.9599,typical
2014-02,WIN-2436,1.0511,0.9700,0.9934,1.0000,1.0129,typical
2014-02,WIN-3648,1.0511,0.9600,1.0139,1.0000,1.0231,typical
2014-02,DOOR-3680,1.0511,0.9800,0.9967,1.0000,1.0267,typical
2014-03,WIN-2436,1.0461,0.9900,1.0129,1.0000,1.0491,typical
2014-03,WIN-3648,1.0461,0.9800,0.9830,1.0000,1.0078,typical
2014-03,DOOR-3680,1.0461,0.9900,0.9864,1.0000,1.0216,typical
2014-04,WIN-2436,1.0032,1.0200,0.9835,1.0000,1.0064,typical
2014-04,WIN-3648,1.0032,1.0100,0.9883,1.0000,1.0014,typical
2014-04,DOOR-3680,1.0032,1.0000,1.0012,1.0000,1.0044,typical
2014-05,WIN-2436,0.9218,1.0400,1.0036,1.0000,0.9621,typical
2014-05,WIN-3648,0.9218,1.0400,0.9848,1.0000,0.9440,typical
2014-05,DOOR-3680,0.9218,1.0100,0.9993,1.0000,0.9303,typical
2014-06,WIN-2436,0.9713,1.0500,0.9939,1.0000,1.0136,typical
2014-06,WIN-3648,0.9713,1.0600,0.9964,1.0000,1.0258,typical
2014-06,DOOR-3680,0.9713,1.0100,1.0116,1.0000,0.9924,typical
2014-07,WIN-2436,0.9677,1.0400,0.9912,1.0000,0.9975,typical
2014-07,WIN-3648,0.9677,1.0500,1.0169,1.0000,1.0332,typical
2014-07,DOOR-3680,0.9677,1.0000,0.9938,1.0000,0.9617,typical
2014-08,WIN-2436,0.9418,1.0200,0.9958,1.0000,0.9566,typical
2014-08,WIN-3648,0.9418,1.0300,1.0123,1.0000,0.9820,typical
2014-08,DOOR-3680,0.9418,1.0200,0.9806,1.0000,0.9420,typical
2014-09,WIN-2436,0.9484,1.0000,1.0068,1.0000,0.9549,typical
2014-09,WIN-3648,0.9484,1.0100,1.0014,1.0000,0.9592,typical
2014-09,DOOR-3680,0.9484,1.0400,1.0035,1.0000,0.9899,typical
2014-10,WIN-2436,1.0188,0.9900,0.9994,1.0000,1.0081,typical
2014-10,WIN-3648,1.0188,0.9900,1.0120,1.0000,1.0207,typical
2014-10,DOOR-3680,1.0188,1.0500,0.9913,1.0000,1.0605,typical
2014-11,WIN-2436,0.9493,0.9700,1.0164,1.0000,0.9360,typical
2014-11,WIN-3648,0.9493,0.9600,0.9941,1.0000,0.9060,typical
2014-11,DOOR-3680,0.9493,1.0200,1.0129,1.0000,0.9808,typical
2014-12,WIN-2436,0.9460,0.9500,0.9841,1.0000,0.8844,typical
2014-12,WIN-3648,0.9460,0.9400,1.0096,1.0000,0.8978,typical
2014-12,DOOR-3680,0.9460,0.9900,0.9986,1.0000,0.9352,typical
2015-01,WIN-2436,1.0032,0.9600,1.0189,1.0000,0.9813,typical
2015-01,WIN-3648,1.0032,0.9500,0.9867,1.0000,0.9404,typical
2015-01,DOOR-3680,1.0032,0.9800,0.9809,1.0000,0.9644,typical
2015-02,WIN-2436,1.0074,0.9700,0.9836,1.0000,0.9612,typical
2015-02,WIN-3648,1.0074,0.9600,0.9900,1.0000,0.9575,typical
2015-02,DOOR-3680,1.0074,0.9800,0.9847,1.0000,0.9722,typical
2015-03,WIN-2436,1.0047,0.9900,0.9820,1.0000,0.9768,typical
2015-03,WIN-3648,1.0047,0.9800,1.0102,1.0000,0.9947,typical
2015-03,DOOR-3680,1.0047,0.9900,0.9903,1.0000,0.9850,typical
2015-04,WIN-2436,1.0267,1.0200,0.9842,1.0000,1.0307,typical
2015-04,WIN-3648,1.0267,1.0100,0.9902,1.0000,1.0268,typical
2015-04,DOOR-3680,1.0267,1.0000,0.9801,1.0000,1.0063,typical
2015-05,WIN-2436,1.0010,1.0400,0.9942,1.0000,1.0350,typical
2015-05,WIN-3648,1.0010,1.0400,1.0071,1.0000,1.0484,typical
2015-05,DOOR-3680,1.0010,1.0100,1.0124,1.0000,1.0236,typical
2015-06,WIN-2436,1.0478,1.0500,0.9878,1.0000,1.0867,typical
2015-06,WIN-3648,1.0478,1.0600,1.0080,1.0000,1.1195,typical
2015-06,DOOR-3680,1.0478,1.0100,0.9942,1.0000,1.0521,typical
2015-07,WIN-2436,1.0678,1.0400,1.0092,1.0000,1.1208,typical
2015-07,WIN-3648,1.0678,1.0500,0.9972,1.0000,1.1181,typical
2015-07,DOOR-3680,1.0678,1.0000,1.0142,1.0000,1.0830,typical
2015-08,WIN-2436,1.0199,1.0200,1.0053,1.0000,1.0458,typical
2015-08,WIN-3648,1.0199,1.0300,1.0046,1.0000,1.0553,typical
2015-08,DOOR-3680,1.0199,1.0200,1.0193,1.0000,1.0603,typical
2015-09,WIN-2436,0.9243,1.0000,1.0000,1.0000,0.9243,typical
2015-09,WIN-3648,0.9243,1.0100,1.0188,1.0000,0.9511,typical
2015-09,DOOR-3680,0.9243,1.0400,1.0124,1.0000,0.9732,typical
2015-10,WIN-2436,1.0507,0.9900,0.9917,1.0000,1.0316,typical
2015-10,WIN-3648,1.0507,0.9900,0.9850,1.0000,1.0246,typical
2015-10,DOOR-3680,1.0507,1.0500,1.0094,1.0000,1.1137,typical
2015-11,WIN-2436,1.0264,0.9700,0.9850,1.0000,0.9806,typical
2015-11,WIN-3648,1.0264,0.9600,1.0128,1.0000,0.9979,typical
2015-11,DOOR-3680,1.0264,1.0200,1.0008,1.0000,1.0478,typical
2015-12,WIN-2436,0.9821,0.9500,1.0123,1.0000,0.9445,typical
2015-12,WIN-3648,0.9821,0.9400,1.0076,1.0000,0.9302,typical
2015-12,DOOR-3680,0.9821,0.9900,0.9911,1.0000,0.9636,typical
2016-01,WIN-2436,1.0269,0.9600,1.0047,1.0000,0.9905,typical
2016-01,WIN-3648,1.0269,0.9500,0.9990,1.0000,0.9746,typical
2016-01,DOOR-3680,1.0269,0.9800,1.0006,1.0000,1.0069,typical
2016-02,WIN-2436,0.9721,0.9700,0.9843,1.0000,0.9281,typical
2016-02,WIN-3648,0.9721,0.9600,1.0182,1.0000,0.9502,typical
2016-02,DOOR-3680,0.9721,0.9800,1.0090,1.0000,0.9612,typical
2016-03,WIN-2436,0.9948,0.9900,1.0023,0.8500,0.8390,unusual
2016-03,WIN-3648,0.9948,0.9800,1.0092,0.8500,0.8363,unusual
2016-03,DOOR-3680,0.9948,0.9900,1.0088,0.8500,0.8446,unusual
2016-04,WIN-2436,0.9873,1.0200,1.0087,1.0000,1.0158,typical
2016-04,WIN-3648,0.9873,1.0100,1.0081,1.0000,1.0052,typical
2016-04,DOOR-3680,0.9873,1.0000,1.0105,1.0000,0.9977,typical
2016-05,WIN-2436,1.0767,1.0400,1.0125,1.0000,1.1338,typical
2016-05,WIN-3648,1.0767,1.0400,1.0128,1.0000,1.1341,typical
2016-05,DOOR-3680,1.0767,1.0100,0.9801,1.0000,1.0659,typical
2016-06,WIN-2436,0.9382,1.0500,1.0070,1.0000,0.9920,typical
2016-06,WIN-3648,0.9382,1.0600,1.0176,1.0000,1.0121,typical
2016-06,DOOR-3680,0.9382,1.0100,0.9837,1.0000,0.9322,typical
2016-07,WIN-2436,1.0803,1.0400,0.9960,0.8200,0.9177,unusual
2016-07,WIN-3648,1.0803,1.0500,1.0039,0.8200,0.9338,unusual
2016-07,DOOR-3680,1.0803,1.0000,0.9921,0.8200,0.8789,unusual
2016-08,WIN-2436,0.9888,1.0200,1.0195,1.0000,1.0283,typical
2016-08,WIN-3648,0.9888,1.0300,0.9919,1.0000,1.0102,typical
2016-08,DOOR-3680,0.9888,1.0200,0.9820,1.0000,0.9904,typical
2016-09,WIN-2436,0.9686,1.0000,1.0014,1.0000,0.9699,typical
2016-09,WIN-3648,0.9686,1.0100,0.9984,1.0000,0.9767,typical
2016-09,DOOR-3680,0.9686,1.0400,0.9932,1.0000,1.0004,typical
2016-10,WIN-2436,0.9695,0.9900,0.9881,1.0000,0.9483,typical
2016-10,WIN-3648,0.9695,0.9900,1.0158,1.0000,0.9749,typical
2016-10,DOOR-3680,0.9695,1.0500,1.0061,1.0000,1.0242,typical
2016-11,WIN-2436,0.9838,0.9700,1.0067,1.0000,0.9608,typical
2016-11,WIN-3648,0.9838,0.9600,1.0158,1.0000,0.9594,typical
2016-11,DOOR-3680,0.9838,1.0200,0.9802,1.0000,0.9837,typical
2016-12,WIN-2436,0.9991,0.9500,0.9928,1.0000,0.9423,typical
2016-12,WIN-3648,0.9991,0.9400,1.0121,1.0000,0.9505,typical
2016-12,DOOR-3680,0.9991,0.9900,0.9853,1.0000,0.9745,typical
2017-01,WIN-2436,1.0106,0.9600,1.0072,1.0000,0.9771,typical
2017-01,WIN-3648,1.0106,0.9500,1.0166,1.0000,0.9760,typical
2017-01,DOOR-3680,1.0106,0.9800,1.0185,1.0000,1.0087,typical
2017-02,WIN-2436,0.9813,0.9700,0.9906,1.0000,0.9429,typical
2017-02,WIN-3648,0.9813,0.9600,1.0043,1.0000,0.9460,typical
2017-02,DOOR-3680,0.9813,0.9800,1.0143,1.0000,0.9754,typical
2017-03,WIN-2436,0.9904,0.9900,1.0185,1.0000,0.9987,typical
2017-03,WIN-3648,0.9904,0.9800,1.0041,1.0000,0.9746,typical
2017-03,DOOR-3680,0.9904,0.9900,0.9910,1.0000,0.9717,typical
2017-04,WIN-2436,0.9564,1.0200,0.9884,1.0000,0.9643,typical
2017-04,WIN-3648,0.9564,1.0100,0.9922,1.0000,0.9585,typical
2017-04,DOOR-3680,0.9564,1.0000,1.0028,1.0000,0.9592,typical
2017-05,WIN-2436,0.9797,1.0400,0.9986,1.0000,1.0174,typical
2017-05,WIN-3648,0.9797,1.0400,1.0056,1.0000,1.0246,typical
2017-05,DOOR-3680,0.9797,1.0100,0.9846,1.0000,0.9743,typical
2017-06,WIN-2436,1.0219,1.0500,0.9921,1.0000,1.0644,typical
2017-06,WIN-3648,1.0219,1.0600,1.0022,1.0000,1.0856,typical
2017-06,DOOR-3680,1.0219,1.0100,0.9816,1.0000,1.0131,typical
2017-07,WIN-2436,0.9760,1.0400,0.9926,1.0000,1.0076,typical
2017-07,WIN-3648,0.9760,1.0500,1.0085,1.0000,1.0336,typical
2017-07,DOOR-3680,0.9760,1.0000,1.0160,1.0000,0.9916,typical
2017-08,WIN-2436,1.0204,1.0200,0.9856,1.0000,1.0258,typical
2017-08,WIN-3648,1.0204,1.0300,1.0144,1.0000,1.0661,typical
2017-08,DOOR-3680,1.0204,1.0200,0.9877,1.0000,1.0280,typical
2017-09,WIN-2436,0.9544,1.0000,0.9981,1.0000,0.9526,typical
2017-09,WIN-3648,0.9544,1.0100,1.0047,1.0000,0.9685,typical
2017-09,DOOR-3680,0.9544,1.0400,1.0023,1.0000,0.9949,typical
2017-10,WIN-2436,0.9492,0.9900,1.0017,1.0000,0.9413,typical
2017-10,WIN-3648,0.9492,0.9900,1.0072,1.0000,0.9465,typical
2017-10,DOOR-3680,0.9492,1.0500,0.9938,1.0000,0.9905,typical
2017-11,WIN-2436,0.9815,0.9700,0.9856,1.0000,0.9383,typical
2017-11,WIN-3648,0.9815,0.9600,1.0000,1.0000,0.9422,typical
2017-11,DOOR-3680,0.9815,1.0200,0.9876,1.0000,0.9887,typical
2017-12,WIN-2436,0.9985,0.9500,1.0006,1.0000,0.9491,typical
2017-12,WIN-3648,0.9985,0.9400,0.9868,1.0000,0.9262,typical
2017-12,DOOR-3680,0.9985,0.9900,0.9844,1.0000,0.9731,typical
2018-01,WIN-2436,0.9788,0.9600,0.9986,1.0000,0.9383,typical
2018-01,WIN-3648,0.9788,0.9500,0.9866,1.0000,0.9174,typical
2018-01,DOOR-3680,0.9788,0.9800,0.9908,1.0000,0.9504,typical
2018-02,WIN-2436,1.0267,0.9700,1.0047,1.0000,1.0006,typical
2018-02,WIN-3648,1.0267,0.9600,1.0029,1.0000,0.9884,typical
2018-02,DOOR-3680,1.0267,0.9800,1.0181,1.0000,1.0244,typical
2018-03,WIN-2436,0.9391,0.9900,1.0053,1.0000,0.9346,typical
2018-03,WIN-3648,0.9391,0.9800,0.9924,1.0000,0.9133,typical
2018-03,DOOR-3680,0.9391,0.9900,0.9971,1.0000,0.9270,typical
2018-04,WIN-2436,1.0342,1.0200,0.9828,1.0000,1.0368,typical
2018-04,WIN-3648,1.0342,1.0100,1.0134,1.0000,1.0585,typical
2018-04,DOOR-3680,1.0342,1.0000,1.0137,1.0000,1.0484,typical
2018-05,WIN-2436,1.0582,1.0400,0.9910,1.0000,1.0906,typical
2018-05,WIN-3648,1.0582,1.0400,1.0047,1.0000,1.1057,typical
2018-05,DOOR-3680,1.0582,1.0100,1.0096,1.0000,1.0790,typical
2018-06,WIN-2436,0.9286,1.0500,1.0176,1.0000,0.9923,typical
2018-06,WIN-3648,0.9286,1.0600,0.9818,1.0000,0.9665,typical
2018-06,DOOR-3680,0.9286,1.0100,1.0082,1.0000,0.9456,typical
2018-07,WIN-2436,1.0074,1.0400,1.0130,1.0000,1.0613,typical
2018-07,WIN-3648,1.0074,1.0500,1.0070,1.0000,1.0651,typical
2018-07,DOOR-3680,1.0074,1.0000,0.9990,1.0000,1.0063,typical
2018-08,WIN-2436,0.9511,1.0200,1.0177,1.0000,0.9873,typical
2018-08,WIN-3648,0.9511,1.0300,1.0025,1.0000,0.9822,typical
2018-08,DOOR-3680,0.9511,1.0200,0.9863,1.0000,0.9569,typical
2018-09,WIN-2436,0.9401,1.0000,1.0175,1.0000,0.9566,typical
2018-09,WIN-3648,0.9401,1.0100,1.0000,1.0000,0.9495,typical
2018-09,DOOR-3680,0.9401,1.0400,1.0199,1.0000,0.9972,typical
2018-10,WIN-2436,0.9661,0.9900,0.9997,1.0000,0.9561,typical
2018-10,WIN-3648,0.9661,0.9900,0.9861,1.0000,0.9432,typical
2018-10,DOOR-3680,0.9661,1.0500,1.0092,1.0000,1.0238,typical
2018-11,WIN-2436,0.9602,0.9700,1.0064,1.0000,0.9374,typical
2018-11,WIN-3648,0.9602,0.9600,0.9979,1.0000,0.9199,typical
2018-11,DOOR-3680,0.9602,1.0200,0.9914,1.0000,0.9710,typical
2018-12,WIN-2436,1.0162,0.9500,1.0009,1.0000,0.9662,typical
2018-12,WIN-3648,1.0162,0.9400,1.0167,1.0000,0.9712,typical
2018-12,DOOR-3680,1.0162,0.9900,0.9950,1.0000,1.0010,typical
2019-01,WIN-2436,0.9317,0.9600,0.9994,1.0000,0.8939,typical
2019-01,WIN-3648,0.9317,0.9500,1.0020,1.0000,0.8869,typical
2019-01,DOOR-3680,0.9317,0.9800,0.9851,1.0000,0.8994,typical
2019-02,WIN-2436,1.0601,0.9700,0.9905,1.0000,1.0186,typical
2019-02,WIN-3648,1.0601,0.9600,1.0124,1.0000,1.0304,typical
2019-02,DOOR-3680,1.0601,0.9800,0.9820,1.0000,1.0202,typical
2019-03,WIN-2436,1.0323,0.9900,1.0119,1.0000,1.0341,typical
2019-03,WIN-3648,1.0323,0.9800,1.0187,1.0000,1.0306,typical
2019-03,DOOR-3680,1.0323,0.9900,0.9970,1.0000,1.0189,typical
2019-04,WIN-2436,1.0046,1.0200,0.9971,1.0000,1.0217,typical
2019-04,WIN-3648,1.0046,1.0100,1.0074,1.0000,1.0221,typical
2019-04,DOOR-3680,1.0046,1.0000,1.0120,1.0000,1.0167,typical
2019-05,WIN-2436,0.9554,1.0400,0.9921,1.0000,0.9858,typical
2019-05,WIN-3648,0.9554,1.0400,0.9834,1.0000,0.9771,typical
